rank,company,ticker,industry,state,city,revenues_millions,profits_millions,assets_millions,market_value_millions,employees,website
759,Brown-Forman,BF.B,Beverages,Kentucky,Louisville,"$4,178","$1,024","$8,166","$16,042.4","5,700",https://www.brown-forman.com
759,Skyworks Solutions,SWKS,Semiconductors and Other Electronic Components,California,Irvine,"$4,178",$596,"$8,283.3","$9,925.5","10,050",https://www.skyworksinc.com
761,Atmos Energy,ATO,Utilities: Gas and Electric,Texas,Dallas,"$4,165.2","$1,042.9","$25,194.5","$24,536.2","5,260",https://www.atmosenergy.com
762,Chart Industries,GTLS,Industrial Machinery,Georgia,Ball Ground,"$4,160.3",$218.5,"$9,123.9","$6,595.6","11,928",https://www.chartindustries.com
763,Hasbro,HAS,"Toys, Sporting Goods",Rhode Island,Pawtucket,"$4,135.5",$385.6,"$6,340.3","$8,579.8","4,985",https://www.hasbro.com
764,Roku,ROKU,Entertainment,California,San Jose,"$4,112.9",$-129.4,"$4,303.9","$10,280.3","3,340",https://www.roku.com
765,Crocs,CROX,Apparel,Colorado,Broomfield,"$4,102.1",$950.1,"$4,812.2","$5,953.2","7,910",https://www.crocs.com
766,ASGN,ASGN,Diversified Outsourcing Services,Virginia,Glen Allen,"$4,099.7",$175.2,"$3,429","$2,747.7","13,850",https://www.asgn.com
767,Cboe Global Markets,CBOE,Securities,Illinois,Chicago,"$4,094.5",$764.9,"$7,789.1","$23,692.9","1,685",https://www.cboe.com
768,Valmont Industries,VMI,Metals,Nebraska,Omaha,"$4,075",$348.3,"$3,330","$5,727.6","10,986",https://www.valmont.com
769,Charles River Laboratories International,CRL,Health Care: Pharmacy and Other Services,Massachusetts,Wilmington,"$4,050",$22.2,"$7,528.3","$7,697.8","19,400",https://www.criver.com
770,NLV Financial,~,"Insurance: Life, Health (stock)",Vermont,Montpelier,"$4,033.1",$573.6,"$55,225.6",~,"1,460",
771,DexCom,DXCM,Medical Products and Equipment,California,San Diego,"$4,033",$576.2,"$6,484.5","$26,777","10,250",https://www.dexcom.com
772,Hologic,HOLX,Medical Products and Equipment,Massachusetts,Marlborough,"$4,030.3",$789.5,"$9,156","$13,942.9","7,063",https://www.hologic.com
773,Ciena,CIEN,Network and Other Communications Equipment,Maryland,Hanover,"$4,015",$84,"$5,641.3","$8,589.9","8,614",https://www.ciena.com
774,Lincoln Electric Holdings,LECO,Industrial Machinery,Ohio,Cleveland,"$4,008.7",$466.1,"$3,520.1","$10,598.6","12,000",https://www.lincolnelectric.com
775,Granite Construction,GVA,Engineering & Construction,California,Watsonville,"$4,007.6",$126.3,"$3,025.7","$3,275","3,350",https://www.graniteconstruction.com
776,Align Technology,ALGN,Medical Products and Equipment,Arizona,Tempe,"$3,999",$421.4,"$6,214.6","$11,630.2","20,945",https://www.aligntech.com
777,Cabot,CBT,Chemicals,Massachusetts,Boston,"$3,994",$380,"$3,736","$4,508","4,151",https://www.cabotcorp.com
778,Akamai Technologies,AKAM,Internet Services and Retailing,Massachusetts,Cambridge,"$3,991.2",$504.9,"$10,368.8","$12,106.2","10,748",https://www.akamai.com
779,Euronet Worldwide,EEFT,Financial Data Services,Kansas,Leawood,"$3,989.8",$306,"$5,834.5","$4,673.9","10,600",https://www.euronetworldwide.com
780,Alliant Energy,LNT,Utilities: Gas and Electric,Wisconsin,Madison,"$3,981",$690,"$22,714","$16,518.2","2,998",https://www.alliantenergy.com
781,Corpay,CPAY,Financial Data Services,Georgia,Atlanta,"$3,974.6","$1,003.7","$17,957","$24,497.6","11,200",https://www.fleetcor.com
782,Wintrust Financial,WTFC,Commercial Banks,Illinois,Rosemont,"$3,965.9",$695,"$64,879.7","$7,502","5,903",https://www.wintrust.com
783,Plexus,PLXS,Semiconductors and Other Electronic Components,Wisconsin,Neenah,"$3,960.8",$111.8,"$3,153.8","$3,464.7","20,000",https://www.plexus.com
784,CrowdStrike Holdings,CRWD,Computer Software,Texas,Austin,"$3,953.6",$-19.3,"$8,701.6","$87,395.2","10,118",
785,Hub Group,HUBG,Transportation and Logistics,Illinois,Oak Brook,"$3,946.4",$104,"$2,868.3","$2,286.1","6,471",https://www.hubgroup.com
786,Boyd Gaming,BYD,"Hotels, Casinos, Resorts",Nevada,Las Vegas,"$3,930.2",$578,"$6,391.8","$5,431.8","16,129",https://www.boydgaming.com
787,AGNC Investment,AGNC,Real estate,Maryland,Bethesda,"$3,904",$863,"$88,015","$8,770.1",53,https://www.agnc.com
788,IDEXX Laboratories,IDXX,Medical Products and Equipment,Maine,Westbrook,"$3,897.5",$887.9,"$3,293.4","$34,032.3","11,000",https://www.idexx.com
789,Cooper Cos.,COO,Medical Products and Equipment,California,San Ramon,"$3,895.4",$392.3,"$12,315.2","$16,868.4","16,000",https://www.coopercos.com
790,Five Below,FIVE,Specialty Retailers: Other,Pennsylvania,Philadelphia,"$3,876.5",$253.6,"$4,339.6","$4,124.6","15,250",https://www.fivebelow.com
791,Middleby,MIDD,Industrial Machinery,Illinois,Elgin,"$3,875.2",$428.4,"$7,283.2","$8,153.1","10,616",https://www.middleby.com
792,Mettler-Toledo International,MTD,"Scientific,Photographic and Control Equipment",Ohio,Columbus,"$3,872.4",$863.1,"$3,240","$24,611.3","16,650",https://www.mt.com
793,Visteon,VC,Motor Vehicles & Parts,Michigan,Van Buren Township,"$3,866",$274,"$2,862","$2,102","10,000",https://www.visteon.com
794,Travel + Leisure,TNL,"Hotels, Casinos, Resorts",Florida,Orlando,"$3,864",$411,"$6,735","$3,087.4","19,000",https://www.travelandleisureco.com
795,HEICO,HEI,Aerospace & Defense,Florida,Hollywood,"$3,857.7",$514.1,"$7,592.8","$32,407.2","10,000",https://www.heico.com
796,iHeartMedia,IHRT,Entertainment,Texas,San Antonio,"$3,854.5","$-1,009.9","$5,571.7",$242.8,"9,090",https://www.iheartmedia.com
797,VICI Properties,VICI,Real estate,New York,New York,"$3,849.2","$2,678.8","$45,368.9","$34,469.6",27,https://www.viciproperties.com
798,Acuity,AYI,"Electronics, Electrical Equip.",Georgia,Atlanta,"$3,841",$422.6,"$3,814.6","$8,153.1","13,200",
799,GameStop,GME,Specialty Retailers: Other,Texas,Grapevine,"$3,823",$131.3,"$5,875.4","$9,978.9","11,750",https://www.gamestop.com
800,MSC Industrial Direct,MSM,Wholesalers: Diversified,New York,Melville,"$3,821",$258.6,"$2,462.3","$4,338.6","7,307",https://www.mscdirect.com
801,A.O. Smith,AOS,"Electronics, Electrical Equip.",Wisconsin,Milwaukee,"$3,818.1",$533.6,"$3,240","$9,381.1","12,700",https://www.aosmith.com
802,Gen Digital,GEN,Computer Software,Arizona,Tempe,"$3,812",$616,"$15,772","$16,356.6","3,400",https://www.gendigital.com
803,IAC,IAC,Internet Services and Retailing,New York,New York,"$3,807.2",$-539.9,"$9,547.2","$3,826","8,300",https://www.iac.com
804,Chefs' Warehouse,CHEF,Wholesalers: Food and Grocery,Connecticut,Ridgefield,"$3,794.2",$55.5,"$1,858.7","$2,232.2","5,029",https://www.chefswarehouse.com
805,Dentsply Sirona,XRAY,Medical Products and Equipment,North Carolina,Charlotte,"$3,793",$-910,"$5,753","$2,972.9","14,000",https://www.dentsplysirona.com
806,CrossAmerica Partners,CAPL,Petroleum Refining,Pennsylvania,Allentown,"$3,776.5",$22.5,"$1,114.7",$935.1,"3,153",https://www.crossamericapartners.com
807,JELD-WEN Holding,JELD,"Building Materials, Glass",North Carolina,Charlotte,"$3,775.6",$-189,"$2,620.2",$509.6,"16,000",https://www.jeld-wen.com
808,Frontier Group Holdings,ULCC,Airlines,Colorado,Denver,"$3,775",$85,"$6,153",$986.3,"7,913",https://www.flyfrontier.com
809,Sylvamo,SLVM,Forest and Paper Products,Tennessee,Memphis,"$3,773",$302,"$2,604","$2,719.5","6,500",https://www.sylvamo.com
810,Qorvo,QRVO,Semiconductors and Other Electronic Components,North Carolina,Greensboro,"$3,769.5",$-70.3,"$6,554.6","$6,762.9","8,700",https://www.qorvo.com
811,Mueller Industries,MLI,Industrial Machinery,Tennessee,Collierville,"$3,768.8",$604.9,"$3,290.9","$8,433","5,168",https://www.muellerindustries.com
812,SoFi Technologies,SOFI,Diversified Financials,California,San Francisco,"$3,766.2",$498.7,"$36,251","$12,752.8","5,000",
813,Diebold Nixdorf,DBD,"Computers, Office Equipment",Ohio,North Canton,"$3,751.1",$-16.5,"$3,543.5","$1,645.1","21,000",https://www.dieboldnixdorf.com
814,LCI Industries,LCII,Motor Vehicles & Parts,Indiana,Elkhart,"$3,741.2",$142.9,"$2,894.7","$2,206.4","11,500",https://www.lci1.com
815,Sally Beauty Holdings,SBH,Specialty Retailers: Other,Texas,Denton,"$3,717",$153.4,"$2,792.9",$920.6,"19,500",https://www.sallybeautyholdings.com
816,Patrick Industries,PATK,Motor Vehicles & Parts,Indiana,Elkhart,"$3,715.7",$138.4,"$3,021","$2,845","10,000",https://www.patrickind.com
817,FTI Consulting,FCN,Diversified Outsourcing Services,District Of Columbia,Washington,"$3,698.7",$280.1,"$3,596.8","$5,894.2","8,374",https://www.fticonsulting.com
818,Trimble,TRMB,"Electronics, Electrical Equip.",Colorado,Westminster,"$3,683.3","$1,504.4","$9,488.3","$16,136.2","12,100",https://www.trimble.com
819,PennyMac Financial Services,PFSI,Diversified Financials,California,Westlake Village,"$3,678.9",$311.4,"$26,086.9","$5,149.1","4,455",https://www.pennymacfinancial.com
820,Liberty Media,LSXMA,Entertainment,Colorado,Englewood,"$3,653","$-2,063","$12,948",~,"1,184",https://www.libertymedia.com
821,Advantage Solutions,ADV,"Advertising, marketing",Missouri,Clayton,"$3,646.3",$-327,"$3,106.5",$485.3,"43,000",https://www.advantagesolutions.net
822,Pinterest,PINS,Internet Services and Retailing,California,San Francisco,"$3,646.2","$1,862.1","$5,342.7","$21,025.4","4,666",https://investor.pinterestinc.com
823,Gray Media,GTN,Entertainment,Georgia,Atlanta,"$3,644",$375,"$10,542",$474.2,"9,310",
824,Hawaiian Electric Industries,HE,Utilities: Gas and Electric,Hawaii,Honolulu,"$3,638.4","$-1,426","$8,931.4","$1,888.8","2,595",https://www.hei.com
825,ChampionX,CHX,"Oil and Gas Equipment, Services",Texas,The Woodlands,"$3,634",$320.3,"$3,470.3","$5,685.8","7,100",https://www.championx.com
826,ITT,ITT,Industrial Machinery,Connecticut,Stamford,"$3,630.7",$518.3,"$4,710.7","$10,513.6","11,700",https://www.itt.com
827,MillerKnoll,MLKN,"Home Equipment, Furnishings",Michigan,Zeeland,"$3,628.4",$82.3,"$4,043.6","$1,296.7","10,200",https://www.millerknoll.com
828,Snowflake,SNOW,Internet Services and Retailing,Montana,Bozeman,"$3,626.4","$-1,285.6","$9,033.9","$48,832.1","7,834",https://www.snowflake.com
829,H&R Block,HRB,Diversified Financials,Missouri,Kansas City,"$3,610.3",$595.3,"$3,218.8","$7,349.7","37,550",https://www.hrblock.com
830,Moog,MOG.A,Aerospace & Defense,New York,East Aurora,"$3,609.2",$207.2,"$4,093.6","$5,470.2","13,500",https://www.moog.com
831,Western Midstream Partners,WES,Pipelines,Texas,The Woodlands,"$3,605.2","$1,573.6","$13,144.8","$15,618.9","1,511",https://www.westernmidstream.com
832,Roblox,RBLX,Entertainment,California,San Mateo,"$3,602",$-935.4,"$7,175","$38,896.9","2,474",https://www.corp.roblox.com
833,Donaldson,DCI,Industrial Machinery,Minnesota,Minneapolis,"$3,586.3",$414,"$2,914.3","$8,014.9","14,000",https://www.donaldson.com
834,MKS,MKSI,Semiconductors and Other Electronic Components,Massachusetts,Andover,"$3,586",$190,"$8,590","$5,405.9","10,150",
835,AptarGroup,ATR,"Packaging, Containers",Illinois,Crystal Lake,"$3,582.9",$374.5,"$4,432.3","$9,788.1","13,500",https://www.aptar.com
836,Valley National Bancorp,VLY,Commercial Banks,New York,New York,"$3,582",$380.3,"$62,491.7","$4,980.9","3,732",https://valley.com/
837,EnerSys,ENS,"Electronics, Electrical Equip.",Pennsylvania,Reading,"$3,581.9",$269.1,"$3,466","$3,610.9","10,797",https://www.enersys.com
838,Cheesecake Factory,CAKE,Food Services,California,Calabasas Hills,"$3,581.7",$156.8,"$3,041.8","$2,513","47,900",https://www.thecheesecakefactory.com
839,H.B. Fuller,FUL,Chemicals,Minnesota,St. Paul,"$3,568.7",$130.3,"$4,933.2","$3,041.3","7,500",https://www.hbfuller.com
840,Herc Holdings,HRI,Specialty Retailers: Other,Florida,Bonita Springs,"$3,568",$211,"$7,877","$3,824.6","7,600",https://www.hercrentals.com
841,Scotts Miracle-Gro,SMG,Chemicals,Ohio,Marysville,"$3,552.7",$-34.9,"$2,871.9","$3,154.7","6,200",https://www.scotts.com
842,Sinclair,SBGI,Entertainment,Maryland,Hunt Valley,"$3,548",$310,"$5,885","$1,058.9","7,200",https://www.sbgi.net
843,Greenbrier,GBX,Transportation Equipment,Oregon,Lake Oswego,"$3,544.7",$160.1,"$4,254.5","$1,606.2","14,200",https://www.gbrx.com
844,SkyWest,SKYW,Airlines,Utah,St. George,"$3,527.9",$323,"$7,139.9","$3,549.1","13,743",https://www.skywest.com
845,Matador Resources,MTDR,"Mining, Crude-Oil Production",Texas,Dallas,"$3,505",$885.3,"$10,850.1","$6,396.8",452,https://www.matadorresources.com
846,Federated Mutual Insurance,~,Insurance: Property and Casualty (Mutual),Minnesota,Owatonna,"$3,502.8",$539.2,"$13,503.6",~,"2,955",
847,TPG,TPG,Securities,Texas,Fort Worth,"$3,500.1",$23.5,"$10,535.1","$17,524","1,900",
848,Bakkt Holdings,BKKT,Securities,Georgia,Alpharetta,"$3,490.2",$-46.7,$269.4,$118.9,559,
849,Match Group,MTCH,Internet Services and Retailing,Texas,Dallas,"$3,479.4",$551.3,"$4,465.8","$7,813.4","2,505",https://www.mtch.com
850,BOK Financial,BOKF,Commercial Banks,Oklahoma,Tulsa,"$3,476.1",$523.6,"$49,685.9","$6,693.9","5,056",https://www.bokf.com
851,Garrett Motion,GTX,Motor Vehicles & Parts,Michigan,Plymouth,"$3,475",$282,"$2,276","$1,715.9","7,800",https://www.garrettmotion.com
852,Cracker Barrel Old Country Store,CBRL,Food Services,Tennessee,Lebanon,"$3,470.8",$40.9,"$2,161.5",$864.3,"77,600",https://www.crackerbarrel.com
853,Portland General Electric,POR,Utilities: Gas and Electric,Oregon,Portland,"$3,440",$313,"$12,544","$4,883.8","2,915",https://www.portlandgeneral.com
854,Synovus Financial,SNV,Commercial Banks,Georgia,Columbus,"$3,433.2",$482.5,"$60,233.6","$6,588.9","4,696",https://www.synovus.com
855,Worthington Steel,WS,Metals,Ohio,Columbus,"$3,430.6",$154.7,"$1,866.4","$1,285.6","4,600",
856,Matson,MATX,Shipping,Hawaii,Honolulu,"$3,421.8",$476.4,"$4,595.4","$4,208","4,356",https://www.matson.com
857,BXP,BXP,Real estate,Massachusetts,Boston,"$3,407.7",$14.3,"$26,085","$10,630.1",816,
858,Phinia,PHIN,Motor Vehicles & Parts,Michigan,Auburn Hills,"$3,403",$79,"$3,768","$1,731.7","12,700",
859,Rollins,ROL,Diversified Outsourcing Services,Georgia,Atlanta,"$3,388.7",$466.4,"$2,819.7","$26,208.6","20,265",https://www.rollins.com
860,FirstCash Holdings,FCFS,Specialty Retailers: Other,Texas,Fort Worth,"$3,388.5",$258.8,"$4,477","$5,385.6","20,000",https://www.firstcash.com
861,Extra Space Storage,EXR,Real estate,Utah,Salt Lake City,"$3,381.3",$854.7,"$28,847.9","$31,479.6","8,012",https://www.extraspace.com
862,Instacart,CART,Internet Services and Retailing,California,San Francisco,"$3,378",$457,"$4,115","$10,556.6","3,265",https://instacart.com/company
863,Columbia Sportswear,COLM,Apparel,Oregon,Portland,"$3,368.6",$223.3,"$2,975.3","$4,188.9","9,780",https://www.columbia.com
864,Bruker,BRKR,"Scientific,Photographic and Control Equipment",Massachusetts,Billerica,"$3,366.4",$113.1,"$5,806.7","$6,332.2","11,396",https://www.bruker.com
865,MYR Group,MYRG,Engineering & Construction,Colorado,Thornton,"$3,362.3",$30.3,"$1,574.1","$1,825.1","8,500",https://www.myrgroup.com
866,Conduent,CNDT,Diversified Outsourcing Services,New Jersey,Florham Park,"$3,356",$426,"$2,599",$436.9,"56,000",https://www.conduent.com
867,TreeHouse Foods,THS,Food Consumer Products,Illinois,Oak Brook,"$3,354",$26.9,"$3,980","$1,360","7,400",https://www.treehousefoods.com
868,Shift4 Payments,FOUR,Financial Data Services,Pennsylvania,Center Valley,"$3,330.6",$229.6,"$5,041.4","$7,280.2","4,000",https://www.shift4.com
869,Woodward,WWD,Aerospace & Defense,Colorado,Fort Collins,"$3,324.2",$373,"$4,368.9","$10,832.6","9,300",https://www.woodward.com
870,NCR Voyix,VYX,Computer Software,Georgia,Atlanta,"$3,283",$958,"$4,452","$1,354.1","14,000",https://ncrvoyix.com
871,Jackson Financial,JXN,"Insurance: Life, Health (stock)",Michigan,Lansing,"$3,271",$946,"$338,450","$6,086.3","3,515",https://www.jackson.com
872,IDEX,IEX,Industrial Machinery,Illinois,Northbrook,"$3,268.8",$505,"$6,745.3","$13,671.2","9,000",https://www.idexcorp.com
873,Kirby,KEX,Shipping,Texas,Houston,"$3,265.9",$286.7,"$5,852","$5,747.2","5,414",https://www.kirbycorp.com
874,AdaptHealth,AHCO,Wholesalers: Health Care,Pennsylvania,Plymouth Meeting,"$3,261",$90.4,"$4,486.9","$1,462","10,500",https://www.adapthealth.com
875,ScanSource,SCSC,Wholesalers: Electronics and Office Equipment,South Carolina,Greenville,"$3,259.8",$77.1,"$1,779",$798,"2,300",https://www.scansource.com
876,Entegris,ENTG,Semiconductors and Other Electronic Components,Massachusetts,Billerica,"$3,241.2",$292.8,"$8,394.6","$13,237.6","8,200",https://www.entegris.com
877,Avient,AVNT,Chemicals,Ohio,Avon Lake,"$3,240.4",$169.5,"$5,811.1","$3,401.4","9,200",https://www.avient.com
878,Moderna,MRNA,Pharmaceuticals,Massachusetts,Cambridge,"$3,236","$-3,561","$14,142","$10,960.8","5,800",https://www.modernatx.com
879,First National of Nebraska,FINN,Commercial Banks,Nebraska,Omaha,"$3,229.9",$412.4,"$32,252.6","$3,251.2","4,464",https://www.fnni.com
880,Allison Transmission Holdings,ALSN,Motor Vehicles & Parts,Indiana,Indianapolis,"$3,225",$731,"$5,336","$8,153.6","4,000",https://www.allisontransmission.com
881,Sun Communities,SUI,Real estate,Michigan,Southfield,"$3,221.1",$89,"$16,549.4","$16,413.2","6,570",https://suninc.com
882,Saia,SAIA,"Trucking, Truck Leasing",Georgia,Johns Creek,"$3,209.1",$362.1,"$3,166.9","$9,306.4","15,300",https://www.saia.com
883,Amica Mutual Insurance,~,Insurance: Property and Casualty (Mutual),Rhode Island,Lincoln,"$3,207",$104.1,"$7,026.8",~,"3,589",
884,Atkore,ATKR,"Electronics, Electrical Equip.",Illinois,Harvey,"$3,202.1",$472.9,"$3,021.4","$2,063.6","5,432",https://www.atkore.com
885,Central Garden & Pet,CENT,Household and Personal Products,California,Walnut Creek,"$3,200.5",$108,"$3,553.4","$2,189.3","6,275",https://www.central.com
886,California Resources,CRC,"Mining, Crude-Oil Production",California,Long Beach,"$3,198",$376,"$7,135","$3,991.5","1,550",https://www.crc.com
887,Light & Wonder,LNW,"Hotels, Casinos, Resorts",Nevada,Las Vegas,"$3,188",$336,"$5,421","$7,315.6","6,800",https://www.lnw.com
888,Hillenbrand,HI,Industrial Machinery,Indiana,Batesville,"$3,182.8",$-211,"$5,238.7","$1,699.9","10,450",https://www.hillenbrand.com
889,G-III Apparel Group,GIII,Apparel,New York,New York,"$3,180.8",$193.6,"$2,483.2","$1,200.2","4,050",https://www.giii.com
890,RH,RH,Specialty Retailers: Other,California,Corte Madera,"$3,180.8",$72.4,"$4,554.7","$4,360.7","6,015",https://www.rh.com
891,Pure Storage,PSTG,"Computers, Office Equipment",California,Santa Clara,"$3,168.2",$106.7,"$3,963.9","$14,433","6,000",https://www.purestorage.com
892,Steelcase,SCS,"Home Equipment, Furnishings",Michigan,Grand Rapids,"$3,159.6",$81.1,"$2,236.7","$1,246.4","11,890",https://www.steelcase.com
893,Acadia Healthcare,ACHC,Health Care: Medical Facilities,Tennessee,Franklin,"$3,154",$255.6,"$5,956.9","$2,817.1","22,346",https://www.acadiahealthcare.com
894,Lazard,LAZ,Diversified Financials,New York,New York,"$3,139.9",$279.9,"$4,794","$4,882.8","3,263",
895,Brookdale Senior Living,BKD,Health Care: Medical Facilities,Tennessee,Brentwood,"$3,125.5",$-201.9,"$6,335.6","$1,253.2","30,240",https://www.brookdale.com
896,MRC Global,MRC,Wholesalers: Diversified,Texas,Houston,"$3,122",$55,"$1,624",$988.2,"2,600",https://www.mrcglobal.com
897,Primerica,PRI,"Insurance: Life, Health (stock)",Georgia,Duluth,"$3,121.7",$470.5,"$14,582","$9,460.8","2,582",https://www.primerica.com
898,Curtiss-Wright,CW,Aerospace & Defense,North Carolina,Davidson,"$3,121.2",$405,"$4,985.7","$11,958.3","8,800",https://www.curtisswright.com
899,Surgery Partners,SGRY,Health Care: Medical Facilities,Tennessee,Brentwood,"$3,114.3",$-168.1,"$7,890","$3,030.8","15,000",https://www.surgerypartners.com
900,TEGNA,TGNA,Entertainment,Virginia,Tysons,"$3,102",$599.8,"$7,326.5","$2,913.3","5,900",https://www.tegna.com
901,Trinity Industries,TRN,Transportation Equipment,Texas,Dallas,"$3,079.2",$138.4,"$8,832.2","$2,295","7,380",https://www.trin.net
902,Pinnacle Financial Partners,PNFP,Commercial Banks,Tennessee,Nashville,"$3,069.3",$475.1,"$52,589.4","$8,204","3,566",
903,Alexandria Real Estate Equities,ARE,Real estate,California,Pasadena,"$3,063.3",$322.9,"$37,527.4","$16,012.7",552,https://www.are.com
904,Cinemark Holdings,CNK,Entertainment,Texas,Plano,"$3,049.5",$309.7,"$5,067","$3,048.7","19,226",https://www.cinemark.com
905,Teleflex,TFX,Medical Products and Equipment,Pennsylvania,Wayne,"$3,047.3",$69.7,"$7,097.9","$6,174.4","14,100",https://www.teleflex.com
906,Werner Enterprises,WERN,"Trucking, Truck Leasing",Nebraska,Omaha,"$3,030.3",$34.2,"$3,052.2","$1,814.4","12,896",https://www.werner.com
907,Sabre,SABR,Internet Services and Retailing,Texas,Southlake,"$3,029.6",$-278.8,"$4,634.9","$1,084.9","6,253",https://www.sabre.com
908,Murphy Oil,MUR,"Mining, Crude-Oil Production",Texas,Houston,"$3,028.5",$407.2,"$9,667.5","$4,053.1",750,https://www.murphyoilcorp.com
909,Kaiser Aluminum,KALU,Metals,Tennessee,Franklin,"$3,024",$46.8,"$2,314.9",$976,"4,000",https://www.kaiseraluminum.com
910,Designer Brands,DBI,Specialty Retailers: Apparel,Ohio,Columbus,"$3,009.3",$-10.5,"$2,009.2",$175.1,"14,000",https://www.designerbrands.com
911,Hovnanian Enterprises,HOV,Homebuilders,New Jersey,Matawan,"$3,004.9",$242,"$2,605.6",$622,"1,878",https://www.khov.com
912,Evercore,EVR,Securities,New York,New York,"$2,996.4",$378.3,"$4,174","$7,813.4","2,368",
913,Guess,GES,Specialty Retailers: Apparel,California,Los Angeles,"$2,995.3",$60.4,"$2,766.7",$569.6,"13,000",https://www.guess.com
914,SLM,SLM,Diversified Financials,Delaware,Newark,"$2,987.3",$608.3,"$30,072.1","$6,180.1","1,710",https://www.salliemae.com
915,OGE Energy,OGE,Utilities: Gas and Electric,Oklahoma,Oklahoma City,"$2,985.3",$441.5,"$13,716","$9,253","2,291",https://www.ogeenergy.com
916,AMN Healthcare Services,AMN,Health Care: Pharmacy and Other Services,Texas,Dallas,"$2,983.8",$-147,"$2,415.7",$934.4,"2,968",https://www.amnhealthcare.com
917,Equity Residential,EQR,Real estate,Illinois,Chicago,"$2,980.1","$1,035.8","$20,834.2","$27,179.3","2,500",https://www.equityapartments.com
918,Vontier,VNT,"Electronics, Electrical Equip.",North Carolina,Raleigh,"$2,979",$422.2,"$4,310.5","$4,884.8","8,000",https://www.vontier.com
919,DocuSign,DOCU,Computer Software,California,San Francisco,"$2,976.7","$1,067.9","$4,012.7","$16,482.7","6,838",https://www.docusign.com
920,Winnebago Industries,WGO,Motor Vehicles & Parts,Minnesota,Eden Prairie,"$2,973.5",$13,"$2,384.2",$965.8,"5,700",https://www.winnebagoind.com
921,Genesis Energy,GEL,Pipelines,Texas,Houston,"$2,966.2",$-63.9,"$7,037.7","$1,921.5","2,075",https://www.genesisenergy.com
922,Columbia Banking System,COLB,Commercial Banks,Washington,Tacoma,"$2,966.2",$533.7,"$51,576.4","$5,228.6","4,721",https://www.columbiabankingsystem.com
923,Spectrum Brands Holdings,SPB,Household and Personal Products,Wisconsin,Middleton,"$2,963.9",$124.8,"$3,842.3","$1,882.8","3,100",https://www.spectrumbrands.com
924,Waters,WAT,"Scientific,Photographic and Control Equipment",Massachusetts,Milford,"$2,958.4",$637.8,"$4,553.8","$21,897.1","7,600",https://www.waters.com
925,Alpha Metallurgical Resources,AMR,"Mining, Crude-Oil Production",Tennessee,Bristol,"$2,957.3",$187.6,"$2,438.7","$1,634.8","4,040",https://www.alphametresources.com
926,Old National Bancorp,ONB,Commercial Banks,Indiana,Evansville,"$2,956.3",$539.2,"$53,552.3","$6,759.1","4,066",https://www.oldnational.com
927,BlueLinx Holdings,BXC,Wholesalers: Diversified,Georgia,Marietta,"$2,952.5",$53.1,"$1,577.7",$622,"1,990",https://www.bluelinxco.com
928,Robinhood Markets,HOOD,Securities,California,Menlo Park,"$2,951","$1,411","$26,187","$36,852.9","2,300",
929,Installed Building Products,IBP,Homebuilders,Ohio,Columbus,"$2,941.3",$256.6,"$2,059.9","$4,759.5","10,800",https://www.installedbuildingproducts.com
930,Louisiana-Pacific,LPX,"Building Materials, Glass",Tennessee,Nashville,"$2,941",$420,"$2,569","$6,405.7","4,300",https://www.lpcorp.com
931,Vishay Intertechnology,VSH,Semiconductors and Other Electronic Components,Pennsylvania,Malvern,"$2,937.6",$-31.2,"$4,110.7","$2,155","22,700",https://www.vishay.com
932,Crescent Energy,CRGY,"Mining, Crude-Oil Production",Texas,Houston,"$2,930.9",$-114.6,"$9,160.6","$2,905.2",987,
933,AvalonBay Communities,AVB,Real estate,Virginia,Arlington,"$2,913.8","$1,082","$21,000.7","$30,530.7","2,958",https://www.avalonbay.com
934,Alight,ALIT,Diversified Outsourcing Services,Illinois,Chicago,"$2,909",$-157,"$8,193","$3,220.5","9,500",https://www.alight.com
935,Cadence Bank,CADE,Commercial Banks,Mississippi,Tupelo,"$2,903.9",$523.6,"$47,019.2","$5,571.8","5,335",
936,Knife River,KNF,"Building Materials, Glass",North Dakota,Bismarck,"$2,899",$201.7,"$2,851.2","$5,110.6","4,761",https://www.kniferiver.com
937,West Pharmaceutical Services,WST,Medical Products and Equipment,Pennsylvania,Exton,"$2,893.2",$492.7,"$3,643.4","$16,184.9","10,600",https://www.westpharma.com
938,Energizer Holdings,ENR,Household and Personal Products,Missouri,St. Louis,"$2,887",$38.1,"$4,342.4","$2,160","5,600",https://www.energizerholdings.com
939,Vail Resorts,MTN,"Hotels, Casinos, Resorts",Colorado,Broomfield,"$2,885.2",$230.4,"$5,698.4","$5,974.8","30,450",https://www.vailresorts.com
940,IES Holdings,IESC,Engineering & Construction,Texas,Houston,"$2,884.4",$219.1,"$1,244","$3,303.3","9,454",
941,Verisk Analytics,VRSK,Financial Data Services,New Jersey,Jersey City,"$2,881.7",$958.2,"$4,264.7","$41,749","7,800",
942,United Therapeutics,UTHR,Pharmaceuticals,Maryland,Silver Spring,"$2,877.4","$1,195.1","$7,364","$13,845.1","1,305",
943,Virtu Financial,VIRT,Diversified Financials,New York,New York,"$2,876.9",$276.4,"$15,361.7","$5,905",969,
944,Advanced Drainage Systems,WMS,"Building Materials, Glass",Ohio,Hilliard,"$2,874.5",$509.9,"$3,268.9","$8,450.3","5,705",https://www.adspipe.com
